map,interval,time,type,status,progress,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,,254,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,0,1,1,1,1,1,10,78,53,0,75,100,100,59,100,56,11,58,,,,,,,,,,,,,,,,,,,,,,,,
,,255,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,0,1,1,1,1,1,11,78,53,0,75,100,100,59,100,56,16,59,,,,,,,,,,,,,,,,,,,,,,,,
,,256,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,0,1,1,1,1,1,11,83,53,1,75,100,100,59,100,56,16,59,,,,,,,,,,,,,,,,,,,,,,,,
,,257,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,0,1,1,1,1,1,11,84,54,1,76,100,100,60,100,57,16,59,,,,,,,,,,,,,,,,,,,,,,,,
,,258,,1,59,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,0,1,1,1,1,1,11,87,54,1,76,100,100,63,100,60,25,60,,,,,,,,,,,,,,,,,,,,,,,,
,,259,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,0,1,1,0,1,1,1,1,1,13,89,56,1,79,100,100,69,100,63,25,62,,,,,,,,,,,,,,,,,,,,,,,,
,,260,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,13,89,58,0,80,100,100,72,100,64,26,65,,,,,,,,,,,,,,,,,,,,,,,,
,,261,,1,60,,0,26,22,11,29,30,0,6,28,4,26,8,1,1,1,1,1,1,0,1,1,1,1,1,13,93,60,0,80,100,100,74,100,66,29,69,,,,,,,,,,,,,,,,,,,,,,,,
,,262,,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,14,94,63,0,80,100,100,74,100,67,30,69,,,,,,,,,,,,,,,,,,,,,,,,
,,263,,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,14,99,66,0,81,100,100,81,100,68,30,75,,,,,,,,,,,,,,,,,,,,,,,,
,,264,,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,0,1,1,1,1,1,1,1,14,99,66,1,81,100,100,83,100,69,40,75,,,,,,,,,,,,,,,,,8,,,,,,,
,,265,,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,0,1,1,1,1,1,1,1,14,100,71,1,81,100,100,85,100,69,45,80,,,,,,,,,,,,,,,11,,,,,,,,,
,,266,,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,15,100,71,1,82,100,100,86,100,70,45,80,,,,,,,,,,,,,,9,,,,,,,,,,
,,267,,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,20,100,71,1,82,100,100,87,100,71,45,84,,,,,,,,,,,,,,,,,,,,,,,,
,,268,,1,61,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,20,100,71,2,82,100,100,88,100,73,46,84,,,,,,,,,,,,,,,,,,,,,,,,
,,269,,1,61,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,21,100,72,2,82,100,100,88,100,74,46,84,,,,,,,,,,,,,,,,,,,,,,,,
,,270,,1,62,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,21,100,72,2,83,100,100,89,100,75,47,85,,,,,,,,,,,,,,,,,,,,,,,,
,,271,,1,62.5,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,26,100,72,3,83,100,100,89,100,75,47,87,,,,,,,,,,,,,,,,,,,,,,,,
,,272,,1,62.5,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,27,100,72,3,83,100,100,89,100,75,56,88,,,,,,,,,,,,,,,,,,,,,,,,
,,273,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,30,100,72,3,84,100,100,90,100,75,60,90,,,,,,,,,,,,,,,,,,,,,,,,
,,274,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,1,1,1,1,1,1,1,1,32,100,73,3,84,100,100,90,100,75,61,95,,,,,,,,,,,,,,,,,,,,,,,,
,,275,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,34,100,73,4,84,100,100,92,100,75,63,96,,,,,,,,,,,,,,,,,,,,,,,,
,,276,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,37,100,73,7,85,100,100,97,100,76,66,96,,,,,,,,,,,,,,,,,,,,,,,,
,,277,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,38,100,73,7,85,100,100,100,100,76,67,96,,,,,,,,,,,,,,,,,,,,,,,,
,,278,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,38,100,74,7,85,100,100,100,100,76,67,97,,,,,,,,,,,,,,,,,,,,,,,,
,,279,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,38,100,74,8,86,100,100,100,100,76,67,97,,,,,,,,,,,,,,,,,,,,,,,,
,,280,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,38,100,74,8,86,100,100,100,100,76,70,97,,,,,,,,,,,,,,,,,,,,,,,,
,,281,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,39,100,74,12,88,100,100,100,100,77,70,97,,,,,,,,,,,,,,,,,,,,,,,,
,,282,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,40,100,76,13,91,100,100,100,100,77,77,98,,,,,,,,,,,,,,,,,,,,,,,,
,,283,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,42,100,77,14,93,100,100,100,100,78,77,98,,,,,,,,,,,,,,,,,,,,,,,,
,,284,,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,80,16,94,100,100,100,100,80,79,98,,,,,,,,,,,,,,,,,,,,,,,,
,,285,,1,64,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,80,16,97,100,100,100,100,80,80,99,,,,,,,,,,,,,,,,,,,,,,,,
,,286,,1,64,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,83,17,97,100,100,100,100,80,81,99,,,,,,,,,,,,,,,,,,,,,,,,
,,287,,1,65,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,83,17,100,100,100,100,100,80,81,99,,,,,,,,,,,,,,,,,,,,,,,,
,,288,,1,66,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,86,18,100,100,100,100,100,80,82,100,,,,,,,,,,,,,,,,,,,,,,,,
,,289,,1,66,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,44,100,92,20,100,100,100,100,100,81,90,100,,,,,,,,,,,,,,,,,,,,,,,,
,,290,,1,67,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,46,100,95,22,100,100,100,0,100,81,92,100,,,,,,,,,,,,,,,,,,,,,,,,
,,291,,1,67,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,48,100,100,26,100,100,100,1,100,81,93,100,,,,,,,,,,,,,,,,,,,,,,,,
,,292,,1,68,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,48,100,100,29,100,100,100,3,100,81,96,100,,,,,,,,,,,,,,,,,,,,,,,,
,,293,,1,68,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,48,100,100,33,100,100,100,13,100,81,97,100,,,,,,,,,,,,,,,,,,,,,,,,
,,294,,1,69,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,48,100,100,36,100,100,100,15,100,81,97,100,,,,,,,,,,,,,,,,,,,,,,,,
,,295,,1,69,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,49,100,100,36,100,100,100,16,100,82,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,,296,,1,70.0,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,49,100,100,37,100,100,100,18,100,84,100,100,,,,,,,,,,,,,,11,,,,,,,,,,
,,297,,1,70.0,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,40,100,100,100,19,0,86,100,100,,,,,,,,,1,,,,,,,,,,,,,,,
,,298,,1,71,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,43,100,100,100,21,0,87,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,,299,,1,71,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,44,100,100,100,22,0,87,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,,300,,1,72,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,44,100,100,100,24,0,87,0,100,,,,,,,,,,,1,,,,,,,,,,,,,
,,301,,1,73,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,44,100,100,100,26,1,87,0,100,,,,,,,,,,,,,,,,,,,,,,,,
,,302,,1,74,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,51,100,100,45,100,100,100,33,1,88,1,100,,,,,,,,,,,,,,,,,,,,,,,,
,,303,,1,74,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,51,100,100,46,100,100,100,40,2,90,5,100,,,,,,,,,,,,,,,,,,,,,,,,
,,304,,1,75,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,52,100,100,47,100,100,100,41,2,90,6,100,,,,,,,,,,,,,,,,,,,,,,,,
,,305,,1,75,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,55,100,100,48,100,100,100,43,2,90,18,100,,,,,,,,,,,,,,,,,,,,,,,,
,,306,,1,76,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,55,100,100,51,100,100,100,45,3,90,19,100,,,,,,,,,,,,,,,,,,,,,,,,
,,307,,1,77,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,55,100,100,53,100,100,100,46,3,90,28,100,,,,,,,,,,,,,,,11,,,,,,,,,
,,308,,1,77,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,55,100,100,53,100,100,100,48,3,91,28,100,,,,,,,,,,,,,,,,,,,,,,,,
,,309,,1,78,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,56,100,100,54,100,100,100,49,4,91,28,100,,,,,,,,,,,,,,,,,,,,,,,,
,,310,,1,79,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,56,100,100,54,100,100,100,51,4,91,29,100,,,,,,,,,,,,,,,,,,,,,,,,
,,311,,1,79,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,56,100,100,54,100,100,100,52,4,91,29,100,,,,,,,,,,,,,,,,,,,,,,,,
,,312,,1,80,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,59,100,100,55,100,100,100,58,5,91,30,100,,,,,,,,,,,,,,,,,,,,,,,,
,,313,,1,80,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,61,100,100,57,100,100,100,64,5,92,30,100,,,,,,,,,,,,,,,,,,,,,,,,
,,314,,1,81,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,61,100,100,58,100,100,100,83,5,94,30,100,,,,,,,,,,,,,,,,,,,,,,,,
,,315,,1,82,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,64,100,100,59,100,100,100,85,6,94,31,100,,,,,,,,,,,,,,,,,,,,,,,,
,,316,,1,83,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,65,100,100,59,100,100,100,87,6,94,31,100,,,,,,,,,,,,,,,,,,,,,,,,
,,317,,1,83,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,66,100,100,60,100,100,100,97,6,94,32,100,,,,,,,,,,,,,,,,,,,,,,,,
,,318,,1,84,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,66,100,100,60,100,100,100,100,7,94,32,100,,,,,,,,,,,,,,,,,,,,,,,,
,,319,,1,84,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,69,100,100,61,100,100,100,100,7,94,36,100,,,,,,,,,,,,,,,,,,,,,,,,
,,320,,1,84,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,72,100,100,63,100,100,100,100,10,95,39,100,,,,,,,,,,,,,,,,,,,,,,,,
,,321,,1,84,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,72,100,100,65,100,100,100,100,12,95,42,100,,,,,,,,,,,,,,,,,,,,,,,,
,,322,,1,85,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,72,100,100,65,100,100,100,100,12,95,47,100,,,,,,,,,,,,,,,,,,,,,,,,
,,323,,1,85,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,76,100,100,66,100,100,100,100,13,95,48,100,,,,,,,,,,,,,,,,,,,,,,,,
,,324,,1,86,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,77,100,100,66,100,100,100,100,15,95,48,100,,,,,,,,,,,,,,12,,,,,,,,,,
,,325,,1,86,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,77,100,100,66,9,100,100,100,16,95,49,100,,,,,1,,,,,,,,,,,,,,,,,,,
,,326,,1,87,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,77,100,100,66,14,100,100,100,17,96,49,100,,,,,,,,,,,,,,,,,,,,,,,,
,,327,,1,87,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,78,100,100,69,15,100,100,100,18,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,
,,328,,1,88,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,78,100,100,69,18,100,100,100,21,100,51,100,,,,,,,,,,,,,,,,,,,,,,,,
,,329,,1,88,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,83,100,100,69,18,100,100,0,21,100,51,100,,,,,,,,,,,,,,,,,,,,,,,,
,,330,,1,88,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,87,100,100,72,18,100,100,1,21,100,52,100,,,,,,,,,,,,,,,,,,,,,,,,
,,331,,1,88.5,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,88,100,100,75,19,100,100,11,22,100,54,100,,,,,,,,,,,,,,,,,,,,,,,,
,,332,,1,88.5,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,88,100,100,78,19,100,100,13,22,100,55,100,,,,,,,,,,,,,,,,,,,,,,,,
,,333,,1,89,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,88,100,100,78,20,100,100,15,22,100,58,100,,,,,,,,,,,,,,,,,,,,,,,,
,,334,,1,89,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,88,100,100,81,20,100,100,16,23,100,59,100,,,,,,,,,,,,,,,,,,,,,,,,
,,335,,1,89,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,92,100,100,82,20,100,100,18,23,100,60,100,,,,,,,,,,,,,,,,,,,,,,,,
,,336,,1,90,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,92,100,100,84,20,100,100,19,23,100,66,100,,,,,,,,,,,,,,,,,,,,,,,,
,,337,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,96,100,100,86,21,100,100,21,24,100,67,100,,,,,,,,,,,,,,,,,,,,,,,,
,,338,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,96,100,100,88,22,100,100,22,24,100,67,100,,,,,,,,,,,,,,,,,,,,,,,,
,,339,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,96,100,100,89,23,100,100,24,24,100,69,100,,,,,,,,,,,,,,,,,,,,,,,,
,,340,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,96,100,100,89,23,100,100,30,25,100,80,100,,,,,,,,,,,,,,,,,,,,,,,,
,,341,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,97,100,100,90,24,100,100,40,32,100,81,100,,,,,,,,,,,,,,,,,,,,,,,,
,,342,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,97,100,100,92,25,100,100,46,36,100,81,100,,,,,,,,,,,,,,,,,,,,,,,,
,,343,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,97,100,100,95,25,100,100,48,36,100,86,100,,,,,,,,,,,,,,,,,,,,,,,,
,,344,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,97,100,100,97,27,100,100,49,37,100,89,100,,,,,,,,,,,,,,,,,,12,,,,,,
,,345,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,98,0,100,98,27,0,100,51,38,100,90,100,,1,,,,1,,,,,,,,,,,,,,,,,,
,,346,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,0,1,1,98,3,100,99,27,0,100,79,38,100,94,100,,,,,,,,,,,,,,,,,,,,,,2,,
,,347,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,0,1,1,98,4,100,100,28,0,100,80,43,100,94,100,,,,,,,,,,,,,,,,,,,,,,,,
,,348,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,0,1,0,1,1,1,0.0,1,1,98,6,100,100,28,0,100,82,45,100,95,100,,,,,,,,,,,,,,,,12,,,,,,,,
,,349,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,0,1,0,1,1,1,0.0,1,1,99,8,100,100,28,0,100,83,45,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,,350,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,0,1,1,0,1,0,1,1,1,0,1,1,99,9,100,100,34,1,0,89,46,100,100,100,,,,,,,1,,,,,,12,,,,,,,,,,,
,,351,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,0,1,1,0,1,0,1,1,1,0,1,1,99,10,100,100,36,1,7,91,46,100,100,0,,,,,,,,,,,,1,,,,,,,,,,,,
,,352,,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,0,1,1,0,1,0,1,1,1,0,1,1,99,11,0,100,38,1,7,93,46,100,100,0,,,1,,,,,,,,,,,,,,,,,,,,,
,,353,,1,92,,0,26,22,14,29,30,0,6,28,4,26,8,0,1,1,0,1,0,1,1,1,0,1,1,99,11,0,100,42,1,8,100,47,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,
,,354,,1,92,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,0,1,1,1,1,1,0,1,1,100,11,0,100,42,0,11,100,47,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,
,,355,,1,92,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,0,1,1,1,1,1,0,1,1,100,12,3,100,42,0,14,100,47,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,
,,356,,1,92,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,0,1,1,1,1,1,1,1,1,100,12,9,100,43,0,14,100,48,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,
,,357,,1,92,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,0,1,1,1,1,1,1,0,1,100,15,11,100,43,0,14,100,48,100,100,1,,,,,,,,,,,,,,,,,,,,,,,3,
,,358,,1,93,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,1,1,1,1,1,1,1,0,1,100,15,13,100,43,0,14,100,48,100,100,2,,,,,,,,,,,,,,,,,,,,,,,,
,,359,,1,94,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,16,13,100,44,1,15,100,49,100,100,2,,,,,,,,,,,,,,,,,,,,,,,,
,,360,,1,94,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,16,13,100,44,1,15,100,49,100,100,2,,,,,,,,,,,,,,,,,,,,,,,,
,,361,,1,94,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,20,17,100,44,1,15,100,49,100,100,2,,,,,,,,,,,,,,,,,,,,,,,,
,,362,,1,95,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,24,17,100,45,1,17,100,50,100,100,3,,,,,,,,,,,,,,,,,,,,,,,,
,,363,,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,24,19,100,45,2,20,100,50,100,100,3,,,,,,,,,,,,,,,,,,,,,,,,
,,364,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,25,25,100,45,2,20,100,50,100,100,7,,,,,,,,,,,,,,,,,,,,,,,,
,,365,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,30,30,100,46,2,22,100,51,100,100,7,,,,,,,,,,,,,,,,,,,,,,,,
,,366,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,31,30,100,52,3,25,100,51,100,100,7,,,,,,,,,,,,,,,,,,,,,,,,
,,367,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,0,1,1,1,100,33,32,100,54,5,26,100,51,100,100,8,,,,,,,,,,,,,,,,,,,,,3,,,
,,368,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,0,1,1,1,100,35,33,100,59,5,36,100,52,100,100,12,,,,,,,,,,,,,,,,,,,,,,,,
,,369,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,0,1,1,1,100,36,37,100,59,6,36,100,52,100,100,13,,,,,,,,,,,,,,,,,,,,,,,,
,,370,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,44,37,100,60,6,37,100,52,100,100,18,,,,,,,,,,,,,,,,,,,,2,,,,
,,371,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,44,37,100,60,19,40,1,53,100,100,23,,,,,,,,1,,,,,,,,,,,,,,,,
,,372,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,45,37,100,66,20,40,1,53,100,100,28,,,,,,,,,,,,,,,,,,,,,,,,
,,373,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,46,38,100,67,20,41,1,53,100,100,29,,,,,,,,,,,,,,,,,,,,,,,,
,,374,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,46,38,100,67,20,44,2,54,100,100,34,,,,,,,,,,,,,,,,,,,,,,,,
,,375,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,51,39,100,69,20,44,2,54,100,100,34,,,,,,,,,,,,,,,,,,,,,,,,
,,376,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,54,39,100,69,22,48,2,54,100,100,35,,,,,,,,,,,,,,,,,,,,,,,,
,,377,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,1,1,1,1,100,61,40,0,69,22,48,3,55,100,100,35,,,,1,,,,,,,,,,,,,,,,,,,,
,,378,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,1,1,1,1,100,62,45,3,73,23,48,3,55,100,100,35,,,,,,,,,,,,,,,,,,,,,,,,
,,379,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,1,1,1,1,100,64,48,6,74,23,53,3,55,0,100,35,,,,,,,,,,1,,,,,,,,,,,,,,
,,380,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,67,48,10,74,24,54,4,56,4,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,,381,,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,67,48,13,74,24,54,4,56,6,100,36,,,,,,,,,,,,,,,,,,,,,,,,
